alpha,beta1,beta2,window,corr_min_completion,corr_knn_completion,corr_min_rmsd,corr_knn_rmsd,auc_min_success,auc_knn_success
0.05,0.9,0.1,480,0.9093522844697799,0.8732897677808734,0.5437754176812746,0.5327162200123091,0.9681937604408675,0.957465995
0.05,0.9,0.3,6,0.722025297,0.6575728305790343,0.4282343055720384,0.38640398309416185,0.8974525419498589,0.9223977891172146
0.05,0.9,0.3,12,0.8037882443653047,0.6139161249471132,0.4778835004618881,0.35718117196752946,0.9255185821448895,0.8781933930874761
0.05,0.9,0.3,24,0.8539265755797416,0.6838457410099409,0.5096984016959483,0.4144414497066901,0.9464514120443577,0.881696691
0.05,0.9,0.3,48,0.8886700410610917,0.7893072970791553,0.5318667572583139,0.48480968560943216,0.9604454969013636,0.9213627204594986
0.05,0.9,0.3,72,0.8986730439230655,0.8313747869400666,0.5378944570991904,0.5092922946577192,0.9637531088674529,0.9395566580979003
0.05,0.9,0.3,96,0.9057903655488928,0.8567540616288962,0.5420285782716866,0.5239091091224468,0.9673953167897136,0.9498879674617111
0.05,0.9,0.3,120,0.9094844713865018,0.8735168494313693,0.5439533620032965,0.5330585911545387,0.9683543833757855,0.9575781144289843
0.05,0.9,0.3,240,0.9094844713865018,0.8735168494313693,0.5439533620032965,0.5330585911545387,0.9683543833757855,0.9575781144289843
0.05,0.9,0.3,480,0.9094844713865018,0.8735168494313693,0.5439533620032965,0.5330585911545387,0.9683543833757855,0.9575781144289843
0.05,0.9,0.5,6,0.72228206,0.6580121635581212,0.4285106569016774,0.386863495,0.8976332352177328,0.9227096176010915
0.05,0.9,0.5,12,0.8039968965821809,0.614363451,0.47811701702128073,0.3576230842347155,0.9257010986186851,0.8784963616946426
0.05,0.9,0.5,24,0.854095864,0.6842513178461875,0.5098862009365022,0.41484217080145985,0.946629725,0.8819048526991253
0.05,0.9,0.5,48,0.888803748,0.7896314521656661,0.5320387416844671,0.4851816368931777,0.9606034679003954,0.9215102645287966
0.05,0.9,0.5,72,0.8987919330673659,0.8316422998333147,0.5380609303384684,0.5096445787850536,0.9638995228504359,0.93967922
0.05,0.9,0.5,96,0.9058970889323407,0.8569766151768337,0.5421910985026629,0.5242447055692073,0.9675335941512277,0.9499947982880309
0.05,0.9,0.5,120,0.9095831319838681,0.8737037922849734,0.5441134887662327,0.5333806764311951,0.9684852775067079,0.9576747895462858
